id,active,year,mileage,price,make_id,model_id,submodel_id,body_type,transmission,fuel_type,exterior_color,created_at,updated_at,
5fa4c8d02f1d2c035df8abb3d9861a0f,t,2019,0,107900,peugeot,726,139,SUV,Automatic,Petrol,White,2019-04-04 00:36:33.087479+02,2019-08-16 00:49:55.944478+02,
fa9a12a549cbaf3527c629928a226747,t,2019,100,147000,volkswagen,906,1275,Hatchback,Automatic,Petrol,White,2019-05-25 02:03:06.780486+02,2019-08-16 02:08:05.872973+02,
46fedea9fa71065bad348b1d82135bd3,t,2004,220000,19000,lexus,519,1001,Convertible,Automatic,Petrol,Black,2019-05-08 00:08:13.575086+02,2019-08-14 04:13:37.565529+02,
674878d482d57422544443c2926f3608,t,2016,68695,149957,nissan,687,39,,Automatic,Petrol,Grey,2018-12-08 00:03:22.559068+01,2019-08-16 04:12:26.492192+02,
05fdb18aeaac1fca63b062c832fb048a,t,2014,70000,37000,chrysler,201,811,Sedan,Automatic,Petrol,Silver,2019-07-29 00:21:32.112564+02,2019-08-16 00:09:11.279145+02,
bb223af2420a5635790dc19efeed6667,t,2019,7443,1149000,bentley,63,700,Coupe,Automatic,Petrol,White,2019-07-07 00:17:03.077067+02,2019-08-16 00:31:17.112879+02,
f490ec6a7357ed2af4cbedad3b7e7873,t,2008,62000,27500,bmw,72,717,Sedan,Automatic,Petrol,White,2019-06-03 03:43:35.848682+02,2019-08-16 03:27:58.222492+02,
20004c9bf4e71e47078b70ac69705707,t,2006,162000,31000,lexus,495,973,Sedan,Automatic,,Silver,2018-06-30 12:07:18+02,2019-08-15 01:44:20.543543+02,
bde3a545e0ff06b7060f0023f1f885c5,t,2014,65000,12000,chevrolet,185,304,Hatchback,Automatic,,Blue,2018-06-30 11:11:13+02,2019-08-15 00:28:41.372224+02,
11c920df3877e8c698859be0168d7de9,t,2016,176000,20000,hyundai,376,367,Sedan,Automatic,Petrol,White,2019-05-22 11:51:12.577296+02,2019-08-16 02:34:21.657402+02,
7fff4892e119da58854803a71299b3e7,t,2010,200000,37000,mercedes-benz,601,1117,SUV,Automatic,Petrol,Black,2019-04-07 03:21:25.222161+02,2019-08-16 02:54:20.207002+02,
3532bfe01f4a717d171cbd2fda3adfd7,t,2005,150000,18500,mercedes-benz,581,1036,Coupe,Automatic,Petrol,White,2019-07-10 03:30:53.086034+02,2019-08-16 03:07:52.218502+02,
36b0ef8fc7d9b54bb00f5b3d0a1df3aa,t,2009,183000,45000,porsche,761,325,SUV,Automatic,,Brown,2018-06-30 10:59:20+02,2019-08-15 00:02:42.745991+02,
451bf3b86f4ac52b76882a7a177d96e0,t,2019,0,151999,toyota,882,1570,SUV,Automatic,Petrol,White,2019-06-28 02:17:40.302077+02,2019-08-14 03:18:51.106764+02,
508d3c4d2b30078621c6f8d7e0ecb7d9,t,2015,115250,22000,toyota,872,49,Sedan,Automatic,Petrol,White,2019-05-01 00:04:40.823094+02,2019-08-16 07:34:05.681056+02,
ddbb6cefefdbe806f5f37759bbfbead9,t,2014,156000,155000,land-rover,485,964,SUV,Automatic,Petrol,White,2019-08-01 01:46:15.370718+02,2019-08-16 02:08:28.962605+02,
42f8eba6ef7336346f9dd13af44fb3c1,t,2015,78000,56000,honda,342,128,Coupe,Automatic,Petrol,Red,2019-08-11 02:22:48.963226+02,2019-08-16 01:37:48.993283+02,
e893e3205505ab1299fdb5d77a6a3f8b,t,2005,127000,65000,nissan,687,1184,SUV,Automatic,,Silver,2018-06-30 11:21:57+02,2019-08-15 00:52:30.134689+02,
3a22eeda7d3e9b740cc1fb054c526981,t,2019,1900,895000,mercedes-benz,597,1084,SUV,Automatic,Petrol,White,2019-05-05 02:08:27.33012+02,2019-08-16 03:03:54.341905+02,
f9a70f32d9edf49eb7ef5304ef706e99,t,2016,41000,750000,rolls-royce,796,359,,Automatic,Petrol,Black,2019-01-03 01:27:37.439912+01,2019-08-16 00:01:44.352916+02,
229282099f72e9f4376f85fb2f88e3d7,t,2007,200000,10000,audi,41,500,Sedan,Automatic,Petrol,Silver,2018-08-06 08:11:37+02,2019-08-16 08:35:54.340768+02,
b42f7a9919c278addef1a8580c6baca1,t,2011,112000,47000,land-rover,485,964,Sports,Automatic,Petrol,White,2019-08-05 02:35:56.471624+02,2019-08-16 02:29:22.892781+02,
c201051dd9ecf2b2995ec8387158f246,t,2013,115000,47000,audi,45,230,SUV,Automatic,Petrol,Black,2019-07-26 00:41:57.367561+02,2019-08-16 00:31:09.312815+02,
dc04723cf1da381bdf827c7ad696d062,t,2013,147000,27000,toyota,872,49,Sedan,Automatic,Petrol,White,2019-04-24 00:04:02.707365+02,2019-08-14 04:25:56.47822+02,
c69ef6b30e3e172362f6a2ab7d5d8d88,t,2013,117560,19000,toyota,872,49,Sedan,Automatic,Petrol,Red,2019-04-24 00:03:40.067727+02,2019-08-16 07:46:57.094997+02,
6177e759c5542aea0ed6fd049c4a0cb5,t,2018,27000,69000,ford,302,862,Hatchback,Automatic,Petrol,Blue,2019-08-02 03:27:56.395058+02,2019-08-16 03:37:13.976623+02,
3705580195e042778ca9511f6b549533,t,2018,1624,220500,cadillac,137,172,Sedan,Automatic,Petrol,,2019-05-22 07:07:26.875664+02,2019-08-16 00:05:28.855354+02,
5a02aee86653121343ef702fd92f02e5,t,2009,139100,25500,mercedes-benz,mercedes-benz-slc,mercedes-benz-slc-200,Coupe,Automatic,,White,2019-05-25 00:03:35.394+02,2019-08-16 05:23:22.68877+02,
828ff1df3d0aad96695ca7eb1bac8cff,t,2016,58000,50000,kia,464,8,Hatchback,Automatic,Petrol,Brown,2019-07-24 01:32:14.381174+02,2019-08-16 01:17:56.96541+02,
44233f75a5806730c6837dd71ddf4f53,t,2019,0,169000,nissan,687,1186,SUV,Automatic,Petrol,White,2019-07-26 02:35:20.959547+02,2019-08-16 02:22:47.117433+02,
5a0ff4927822bc29963a133d7c76fa6b,t,2019,6500,83000,chevrolet,154,766,Coupe,Automatic,Petrol,Red,2019-06-09 05:17:04.489285+02,2019-08-16 03:51:31.680009+02,
0930b07cb8a16dfee6de94c155243354,t,2017,75201,47000,toyota,892,1263,SUV,Automatic,Petrol,Green,2019-07-17 02:42:00.025558+02,2019-08-16 01:50:55.05164+02,
5d0ba8599133821a2edb07416c4d7285,t,2017,75177,114412,toyota,877,381,,Automatic,Petrol,Silver,2019-03-18 00:09:55.364641+01,2019-08-16 04:57:12.592917+02,
d701a6c28adc87c004bce4fb895968d2,t,2013,80000,23000,nissan,697,35,Hatchback,Automatic,,White,2018-06-30 11:15:17+02,2019-08-15 00:37:46.27997+02,
bab8444f8e99657f53ba296456b9ab7d,t,2016,45000,79000,honda,357,1356,SUV,Automatic,Petrol,Blue,2019-06-25 02:59:15.558603+02,2019-08-16 01:29:26.253822+02,
c6887ff04a2bc710d8ae731e61fc8f2b,t,2015,17000,110000,lexus,495,974,Sedan,Automatic,,Grey,2018-06-30 11:09:32+02,2019-08-15 00:24:27.277711+02,
c54e060e16a28340c88ff33d32127544,t,2011,190000,78000,nissan,687,1183,SUV,Automatic,Petrol,White,2019-07-03 02:29:24.695088+02,2019-08-16 02:21:16.332993+02,
0ada7fea9851b2c9ce26738c93f20071,t,2016,25000,88000,jeep,445,74,SUV,Automatic,Petrol,Black,2019-03-12 00:05:52.813752+01,2019-08-15 00:00:29.015526+02,
9d524e55eac1b1f7696f3abf13f04b43,t,2011,81000,85000,bmw,79,739,Coupe,Automatic,Petrol,Black,2019-07-11 04:40:52.65847+02,2019-08-16 03:24:29.097146+02,
757365a2ae1631d4523d894dcdb9be43,t,2016,97000,25000,suzuki,857,137,,Automatic,Petrol,Silver,2018-12-30 00:03:31.100949+01,2019-08-16 00:23:37.658823+02,
b639d0fb3912ea5b8815c78c04dfa7ac,t,2017,80000,165000,gmc,339,883,SUV,Automatic,Petrol,Black,2019-07-01 17:10:09.399595+02,2019-08-16 01:42:00.484014+02,
6c7e5b7690b25c57217e6b9a01b0cbe7,t,2016,41000,165000,nissan,687,1185,SUV,Automatic,,White,2018-06-30 11:06:38+02,2019-08-15 02:04:20.883724+02,
e8d89b277a91aa29d397ade5f46d293f,t,2011,179999,38000,bmw,75,730,,Automatic,Petrol,Grey,2019-07-24 00:17:42.67782+02,2019-08-16 00:35:10.334197+02,
ddb8db1aecc8a027c13b08144080d7c9,t,2012,75000,18000,ford,284,24,SUV,Automatic,,Grey,2018-06-30 11:23:05+02,2019-08-15 02:01:48.055632+02,
8d61bca920866b20f7ee4d8c2da263c5,t,2015,89300,35000,kia,452,544,Coupe,Automatic,,White,2019-04-16 00:32:08.743409+02,2019-08-16 05:08:01.782747+02,
f63f93423c65586bbc6cfd5dd1bcba65,t,2013,117000,85000,land-rover,485,964,SUV,Automatic,Petrol,Gold,2019-07-11 17:34:57.935909+02,2019-08-16 02:28:58.106927+02,
8991dce78bb363b83b6d3663b753ff6c,t,2009,205000,15000,volkswagen,906,1275,Hatchback,Automatic,Petrol,Blue,2018-08-15 08:30:50+02,2019-08-16 08:26:37.056033+02,
49bea506a5b8638f403f90feb844dc33,t,2015,127000,19800,nissan,695,1190,Sedan,Automatic,Petrol,Grey,2019-07-23 03:26:53.745055+02,2019-08-16 02:18:42.92545+02,
6fe5d2459528b4214a7b58addcf5b9ed,t,2011,54828,149000,porsche,765,104,Sedan,Automatic,Petrol,Black,2017-10-14 06:15:06+02,2019-08-16 03:18:49.011498+02,
8f03f507e169ab60ab386ed0e8c1ae3d,t,2012,94000,79000,gmc,339,236,SUV,Automatic,Petrol,Silver,2018-06-15 07:45:07+02,2019-08-16 03:07:39.531116+02,
fdf0bf8e6ed05b8f6b43618038456ab2,t,2009,155000,33000,ford,312,864,Coupe,Automatic,Petrol,Blue,2019-07-17 04:32:07.119677+02,2019-08-16 03:32:36.804209+02,
e6acc05c747772e5d7be5199cfa3f13d,t,2015,78000,85000,toyota,toyota-tundra,1562,Truck,Automatic,Petrol,White,2019-04-09 00:02:55.607053+02,2019-08-16 08:34:57.1627+02,
5a22f40939b05734456d9e45f2dd8be1,t,2016,73534,398580,bentley,63,700,Coupe,Automatic,Petrol,Black,2019-06-15 08:08:41.482774+02,2019-08-16 01:59:32.639211+02,
7877a1748199b44a942a60bc1e23fe3d,t,2016,120000,100000,nissan,687,1184,SUV,Automatic,,White,2018-06-30 11:33:16+02,2019-08-15 01:12:59.878123+02,
6f8547d5132db1fead1f0717bc0d1f9c,t,2014,160000,195000,land-rover,485,966,SUV,Automatic,Petrol,White,2019-07-30 03:16:05.15084+02,2019-08-16 02:41:22.354917+02,
a27cc88824af6c0048beca344ac6b611,t,2014,100000,35000,toyota,872,49,Sedan,Automatic,Petrol,Grey,2019-05-23 00:07:44.590341+02,2019-08-16 06:54:44.987133+02,
69021b8c08c126d9b60adbc60c47bc0a,t,2018,17000,122900,chevrolet,154,767,Coupe,Automatic,Petrol,Red,2019-08-05 03:56:47.920296+02,2019-08-16 03:50:16.783008+02,
6f8280c73ea0ace9414b3d3d56a5c8ea,t,2011,37800,99000,bmw,88,289,Coupe,Automatic,Petrol,White,2019-05-09 04:04:29.830465+02,2019-08-16 03:22:06.22299+02,
14051be3d18912b9974ff0ed80ba23d3,t,2015,53206,47250,chevrolet,166,459,Sedan,Automatic,Petrol,,2019-02-14 00:07:52.355967+01,2019-08-16 04:42:22.422677+02,
ccd01415f200ed9e61de010b3252254c,t,2013,61183,248430,porsche,757,1200,Coupe,Automatic,Petrol,Black,2019-06-15 08:39:14.232029+02,2019-08-16 00:55:38.534855+02,
f9a588f7e14076e80003a71cfbc28e49,t,2016,48170,48300,suzuki,857,137,,Automatic,Petrol,Silver,2019-01-27 00:05:02.553992+01,2019-08-16 04:34:38.546804+02,
424ecefc799186f9f8b537d9c50c0a93,t,2009,189663,8500,chevrolet,1107,639,Sedan,Automatic,Petrol,White,2018-06-15 08:47:42+02,2019-08-16 08:53:15.856021+02,
34ef5f66427c4fe79dc6ab9c4a0f0a7e,t,2014,79589,124020,mercedes-benz,580,1030,Sedan,Automatic,Petrol,Black,2019-06-15 07:55:41.575604+02,2019-08-16 02:19:19.701533+02,
53b2295a328f528d07288d2e9ec4d981,t,2012,68000,38000,dodge,233,386,Coupe,Automatic,Petrol,Black,2019-04-27 00:01:58.937738+02,2019-08-15 00:00:32.880776+02,
2897cf00ea2930608f5d6cef2f891fc5,t,2017,76500,89000,chevrolet,183,790,Truck,Automatic,Petrol,Black,2019-07-27 04:16:47.888008+02,2019-08-16 03:47:13.601951+02,
619ffe9c60da463a83d36d849211828e,t,2005,120000,6000,jaguar,428,48,Sedan,Automatic,,Blue,2018-06-30 12:08:19+02,2019-08-15 01:34:28.676632+02,
6468f413f7549d338bef4ec8b73bee69,t,2013,78000,71000,lexus,495,974,Sedan,Automatic,Petrol,White,2019-06-01 00:03:25.318376+02,2019-08-16 06:22:05.855221+02,
29c9aed154449075c1be266af8bcbac1,t,2017,91000,60000,toyota,872,1220,Sedan,Automatic,Petrol,White,2019-08-10 02:06:57.618546+02,2019-08-16 02:02:09.552093+02,
19eda92146cee898a76d968c9ae2ba4a,t,2013,96000,93000,bmw,79,736,Sedan,Automatic,,White,2019-05-25 00:10:29.925735+02,2019-08-16 05:19:35.543963+02,
b2a37d68f8e0ab59750c02ba58e682d0,t,2017,15500,130000,lexus,507,987,SUV,Automatic,Petrol,Blue,2019-06-10 00:44:32.718049+02,2019-08-16 01:06:50.108622+02,
073be51fe3e50fd7175e775e1968f4a1,t,2014,73000,195000,land-rover,485,964,SUV,Automatic,Petrol,White,2019-06-28 04:31:55.128934+02,2019-08-16 02:28:54.199043+02,
7ab341e932c8b45c170baa4cdada6d3e,t,2013,90000,31500,toyota,872,49,Sedan,Automatic,Petrol,Black,2019-06-12 01:43:24.404082+02,2019-08-16 02:03:29.971567+02,
5da7ca16215db5c52aa6f1d302f66511,t,2019,0,995000,mercedes-benz,597,1084,SUV,Automatic,Petrol,Black,2019-08-08 03:14:55.937214+02,2019-08-16 03:02:42.342206+02,
71e76f01aeeef215428d43f16300c7f6,t,2008,199999,15000,infiniti,397,905,,Automatic,Petrol,Silver,2019-07-18 15:31:43.635101+02,2019-08-16 00:42:04.442562+02,
67917fb117233c228fa9a89b3874ed6e,t,2007,16320,42000,nissan,687,39,,,,White,2019-08-05 00:25:12.956375+02,2019-08-16 01:35:51.022362+02,
35e422dfa0edcd1bd830a1806d6785b6,t,2013,160,36000,ford,312,31,Convertible,Automatic,Petrol,Red,2019-08-14 03:40:18.391251+02,2019-08-16 03:33:09.696905+02,
ec29987c65e128af342983880f9f1885,t,2013,65000,50000,jeep,441,938,SUV,Automatic,Petrol,Red,2019-07-31 01:46:41.311985+02,2019-08-16 01:15:05.383748+02,
62d07e88360036bd92f9004133496264,t,2012,118000,55000,jaguar,433,929,,Automatic,Petrol,Grey,2019-03-07 00:00:43.688407+01,2019-08-16 00:15:42.343752+02,
7697564f347174cf2c383da79b6bef1a,t,2012,157000,38000,bmw,96,225,Sedan,Automatic,Petrol,White,2019-06-17 00:06:03.760527+02,2019-08-15 00:00:39.312624+02,
ff79edc495206582167a6fa46eab7079,t,2011,100000,31000,bmw,95,508,Hatchback,Automatic,Petrol,White,2019-01-27 00:04:47.412208+01,2019-08-16 00:30:29.742258+02,
ca408fe8fc6322ed2f0ebc8f333e9d08,t,2017,0,355000,lexus,511,991,SUV,Automatic,,Grey,2018-06-30 11:13:06+02,2019-08-15 00:33:13.965669+02,
b5d989cf472e30cae9060481bb33b68a,t,2015,96000,215000,land-rover,485,964,SUV,Automatic,Petrol,Black,2019-08-04 04:41:58.340609+02,2019-08-16 02:42:17.43141+02,
03270f21c737d395d153e571d08b2839,t,2009,147000,79000,subaru,836,264,Hatchback,Manual,Petrol,Grey,2017-10-14 06:15:06+02,2019-08-16 01:56:53.270612+02,
7f54f8076e2bce11c3527b21de9ca247,t,2015,100980,21000,renault,774,89,SUV,Automatic,Petrol,Brown,2019-06-29 00:46:13.254195+02,2019-08-16 00:51:40.5785+02,
d0d00f227873d5ce95ef3a097c25d8c9,t,2009,122000,63000,cadillac,130,354,SUV,Automatic,,Black,2018-06-30 11:13:56+02,2019-08-15 00:34:59.228112+02,
20b5e8e97c050f25e3b43a2c418585c5,t,2016,20706,24150,mitsubishi,650,164,Sedan,Automatic,Petrol,Grey,2019-06-15 07:35:47.593345+02,2019-08-16 02:50:11.355968+02,
6b282d1fad1957e7d8beca39a2f8caef,t,2015,84000,135000,porsche,763,1210,Coupe,Automatic,Petrol,White,2019-08-04 02:33:16.602943+02,2019-08-16 02:28:43.988348+02,
2c6f8b74be094f16d5463cb316ee3679,t,2016,92784,54952,toyota,872,1223,Sedan,Automatic,Petrol,Silver,2019-08-08 00:17:28.902373+02,2019-08-16 00:04:43.295235+02,
2ff73a324ba3b6601da61ce79a9f6bf2,t,2005,333722,6500,nissan,696,181,Sedan,Automatic,Petrol,Black,2018-09-23 21:53:30.804234+02,2019-08-14 04:33:03.058404+02,
1409ae4d8331f0e0dd15d33859e7275e,t,2015,65000,135000,nissan,687,1185,SUV,Automatic,Petrol,White,2019-08-04 03:15:08.50179+02,2019-08-16 02:24:42.931898+02,
8a2868ae08d415bc0f8f2fb07dd6a6ff,t,2008,224000,14000,nissan,690,1402,SUV,Automatic,Petrol,White,2019-07-08 03:12:07.614381+02,2019-08-16 02:19:29.663328+02,
97229f8e994ae99b2506b33b3edf6817,t,2017,63000,185000,toyota,882,460,SUV,Automatic,Petrol,Grey,2019-07-28 00:02:53.434165+02,2019-08-15 00:01:10.501622+02,
cde216378d2723620056689b470e0de6,t,2006,250000,7000,honda,342,888,Sedan,Automatic,Petrol,Black,p=main,format=.jpeg},2019-08-16 01:35:56.255181+
11735f7a6e2fc9fdbb8fd65c7001f13a,t,2017,11817,54957,nissan,nissan-kicks,nissan-kicks-,Hatchback,Automatic,Petrol,White,2018-11-28 00:06:35.749671+01,2019-08-16 04:10:36.33642+02,
aaac61a993569287caea09ad1870fdc8,t,2010,150000,12000,nissan,667,94,Sedan,Automatic,Petrol,White,2018-06-15 08:50:55+02,2019-08-16 08:56:03.109287+02,
5f86995155001e1b94261980421f5e25,t,2008,88000,40000,mercedes-benz,607,1135,Sedan,Automatic,Petrol,Black,2019-07-16 00:03:22.934181+02,2019-08-15 00:00:58.829983+02,
e0c9d3f4c5345c2386d265f213e824c6,t,2010,165000,14000,mitsubishi,650,164,Sedan,Automatic,,Blue,2018-06-30 11:40:00+02,2019-08-15 01:23:42.433892+02,
253c80c42f7e8982111c45b0696381a8,t,2014,47983,264880,porsche,757,1206,Coupe,Automatic,Petrol,White,2019-06-15 08:18:40.541246+02,2019-08-16 01:47:41.408162+02,
c87ec1cf48cdaf73f66636f6c9e1d929,t,2002,209000,35000,lexus,511,990,SUV,Automatic,,Grey,2018-06-30 11:26:46+02,2019-08-15 02:01:18.949887+02,
49e87cf235ec450045ee33c2e821992b,t,2016,54000,34000,mitsubishi,650,164,Sedan,Automatic,Petrol,Red,2019-08-01 00:05:49.737093+02,2019-08-16 01:39:35.857843+02,
7308b6caae9c4a390695481911a49f7f,t,2017,44124,256500,toyota,882,460,,Automatic,Petrol,White,2019-02-27 19:19:31.934349+01,2019-08-16 03:57:24.69995+02,
2e839d4afbf11264c3f98e2e229ee58e,t,2015,38600,39999,nissan,673,167,SUV,Automatic,Petrol,Red,2019-06-07 00:01:04.999106+02,2019-08-16 00:27:54.385009+02,
60e6fd2a9cea7e8fc7fa3b866f5ae8a0,t,2013,50000,33000,hyundai,383,429,Sedan,Automatic,,Black,2018-06-30 11:47:56+02,2019-08-15 01:34:40.721437+02,
8b29308b824e4de6788726aa626cf358,t,2019,100,385000,bmw,98,438,SUV,Automatic,Petrol,White,2019-07-08 04:19:07.338504+02,2019-08-16 03:17:59.263153+02,
9f509162acb5ef3a183b90945575b6fe,t,2011,134000,18000,dodge,244,1316,SUV,Automatic,Petrol,White,2019-05-28 00:08:58.206469+02,2019-08-16 00:10:36.701886+02,
abe4d6783c9739ace171f797f1fdb810,t,2016,5000,85000,ford,312,864,Coupe,Automatic,,White,2018-06-30 11:36:12+02,2019-08-15 01:17:51.642814+02,
827092f7e0cd9738de1281732374a241,t,2016,110000,30000,hyundai,383,429,Sedan,Automatic,Petrol,White,2019-04-20 03:39:54.958214+02,2019-08-16 02:36:51.958181+02,
794d32f8654a7f7cc77f55c9fa8511ec,t,2014,59000,120000,jeep,441,446,SUV,Automatic,,Silver,2018-06-30 11:44:28+02,2019-08-15 01:58:38.36643+02,
2ead20f1d2a0141dfaf6dac26e2f1efd,t,2018,15000,395000,land-rover,485,32,SUV,Automatic,Petrol,Black,2019-07-27 04:01:06.796539+02,2019-08-16 02:42:06.995606+02,
5682f492343b1f257589aab5cd15d82e,t,2017,16450,56000,ford,303,1334,Sedan,Automatic,Petrol,Silver,2019-06-13 01:22:05.823024+02,2019-08-16 06:47:20.427995+02,
d29e8bf308ec2029b5538725be9712e8,t,2012,160000,119000,chevrolet,187,3,SUV,Automatic,,White,2018-06-30 11:29:28+02,2019-08-15 02:00:54.963825+02,
c276aa8aaefca61c996a8be9fd5d9d5f,t,2016,108911,23499,nissan,696,181,,Automatic,Petrol,White,2018-11-07 11:46:59.936552+01,2019-08-16 03:53:55.271362+02,
e28a70e6fb205bcea5d4f56ba34e4726,t,2016,31000,35000,nissan,695,312,Sedan,Automatic,Petrol,White,2019-05-20 00:02:39.809605+02,2019-08-16 07:01:10.276286+02,
4bc9cbe930dda3b8b54c109d201e6194,t,2011,106000,73000,ford,312,866,Coupe,Automatic,Petrol,Blue,2019-07-22 01:29:14.203463+02,2019-08-16 02:15:13.362117+02,
b5542ea2c2a57b1fa49eb062b5c785db,t,2007,231000,12000,subaru,840,295,SUV,Automatic,Petrol,Grey,2019-04-17 00:03:19.6883+02,2019-08-14 04:29:39.4546+02,
6158095f1c2bae72563588c66696efac,t,2013,69000,115000,porsche,763,1209,Convertible,Manual,Petrol,Grey,2018-11-07 12:04:35.555033+01,2019-08-15 04:44:28.063096+02,
f1bbf86e04096c8020eefa7a9bf500fe,t,2003,135000,9500,mercedes-benz,580,1019,,,,,2019-07-28 00:00:57.3065+02,2019-08-16 00:01:39.907446+02,
2f7583a93401848cb2551794142c8171,t,2019,1490,284000,bmw,81,741,,Automatic,,Black,2019-06-19 11:52:08.965582+02,2019-08-16 00:01:12.058704+02,
1f10de1a1b5ee8024bd008d4c66585e1,t,2014,140000,20500,nissan,697,35,Hatchback,Automatic,Petrol,White,2019-06-12 00:10:11.089504+02,2019-08-16 05:53:02.519678+02,
17152804f8a15c55fade83520a964f4f,t,2017,66000,27000,dodge,244,1315,Sedan,Automatic,Petrol,Grey,2019-07-24 00:08:19.570843+02,2019-08-16 00:09:45.379831+02,
d2b05cffd2fd69b31b373b25c4b20176,t,2007,135000,9000,volkswagen,906,448,Hatchback,Automatic,Petrol,Red,2019-05-21 00:02:54.20709+02,2019-08-16 06:58:34.993025+02,
aa0b2281e03f251f6c8f251dd8727723,t,2017,0,255000,toyota,882,460,SUV,Automatic,,White,2018-06-30 11:39:19+02,2019-08-15 01:22:59.159245+02,
25807c34f485ad3cc94a7f2f26c859a3,t,2017,92000,235000,mercedes-benz,580,1030,Sedan,Automatic,Petrol,White,2019-03-15 02:55:18.612424+01,2019-08-16 03:10:05.130044+02,
2235704e28fbf5274cfa8825887b2a8b,t,2016,51000,214950,land-rover,485,964,SUV,Automatic,Petrol,White,2019-08-04 04:42:05.295284+02,2019-08-15 06:18:31.822057+02,
0c69a0e1fdd917e95d047e6cf942ec03,t,2009,137000,14000,ford,303,265,Hatchback,Automatic,,Blue,2018-06-30 11:32:10+02,2019-08-15 02:00:34.086812+02,
70579f912792ae8e8b4c8859df54fe25,t,2010,74000,17000,nissan,667,94,Sedan,Automatic,,Green,2018-06-30 11:45:15+02,2019-08-15 01:31:06.748138+02,
875814e0d56a65dcfc8f4c14d653c15f,t,2014,129000,117000,nissan,687,39,SUV,Automatic,Petrol,Yellow,2018-08-30 23:15:53+02,2019-08-16 03:42:30.759611+02,
